epoch,accuracy,loss,val_accuracy,val_loss
74,0.7453653216362,0.5243668556213379,0.6601307392120361,0.6115887761116028
75,0.7595419883728027,0.5193429589271545,0.6819171905517578,0.612503707408905
76,0.7388222217559814,0.5278236865997314,0.6819171905517578,0.6086351871490479
77,0.7502726316452026,0.5242466330528259,0.6775599122047424,0.6251217126846313
78,0.7540894150733948,0.5069895386695862,0.6819171905517578,0.6228121519088745
79,0.7519084215164185,0.5215016007423401,0.6797385811805725,0.6147727370262146
80,0.767175555229187,0.5081380605697632,0.686274528503418,0.5988898873329163
81,0.7546346783638,0.4938558042049408,0.673202633857727,0.6021467447280884
82,0.7688113451004028,0.486724853515625,0.6623093485832214,0.6172059774398804
83,0.7491821050643921,0.5136858820915222,0.6666666865348816,0.6267415285110474
84,0.7573609352111816,0.5071810483932495,0.6884531378746033,0.6140236258506775
85,0.7606325149536133,0.5070932507514954,0.6688452959060669,0.6200650334358215
86,0.7611777782440186,0.5079335570335388,0.673202633857727,0.6221349835395813
87,0.7731733918190002,0.4873082637786865,0.657952070236206,0.6260384321212769
88,0.7666302919387817,0.4914693534374237,0.673202633857727,0.6098730564117432
89,0.7666302919387817,0.4909944236278534,0.6688452959060669,0.6368566155433655
90,0.7579061985015869,0.5022566318511963,0.6775599122047424,0.6228665709495544
91,0.7682660818099976,0.49091002345085144,0.6775599122047424,0.6105493307113647
92,0.7780807018280029,0.4740862250328064,0.6819171905517578,0.6141980290412903
93,0.767175555229187,0.4890177845954895,0.6666666865348816,0.6416083574295044
94,0.7715376019477844,0.48475635051727295,0.6623093485832214,0.6277340650558472
95,0.7677208185195923,0.48906829953193665,0.6819171905517578,0.629748523235321
96,0.7682660818099976,0.48909181356430054,0.6535947918891907,0.6442096829414368
97,0.7557252049446106,0.4970878064632416,0.6623093485832214,0.615116536617279
98,0.7633587718009949,0.49058762192726135,0.6775599122047424,0.6170938014984131
99,0.7753544449806213,0.47821182012557983,0.6949890851974487,0.632041871547699
